id,word,meaning,category,language
865,complete,hoàn thành,1000,vi
866,divide,chia,1000,vi
867,effort,cố gắng,1000,vi
868,fresh,tươi,1000,vi
869,hole,hố,1000,vi
870,indeed,thật,1000,vi
871,marriage,kết hôn,1000,vi
872,outside,ở ngoài,1000,vi
873,pleasant,hài lòng,1000,vi
874,point,điểm,1000,vi
875,recent,gần đây,1000,vi
876,secretary,Thư ký,1000,vi
877,sing,hát,1000,vi
878,soft,mềm mại,1000,vi
879,third,ngày thứ ba,1000,vi
880,various,đa dạng,1000,vi
881,adventure,cuộc phiêu lưu,1000,vi
882,although,Mặc du,1000,vi
883,bottom,đáy,1000,vi
884,coin,đồng tiền,1000,vi
885,comfort,sự thoải mái,1000,vi
886,drop,rơi vãi,1000,vi
887,equal,công bằng,1000,vi
888,gun,súng,1000,vi
889,intelligent,thông minh,1000,vi
890,join,tham gia,1000,vi
891,laugh,cười,1000,vi
892,middle,ở giữa,1000,vi
893,perform,biểu diễn,1000,vi
894,plain,trơn,1000,vi
895,row,hàng,1000,vi
896,soldier,lính,1000,vi
897,surface,bề mặt,1000,vi
898,thick,dày,1000,vi
899,until,cho đến khi,1000,vi
900,wild,hoang dã,1000,vi
901,attempt,cố gắng,1000,vi
902,bill,hóa đơn,1000,vi
903,breathe,thở,1000,vi
904,cook,nấu ăn,1000,vi
905,defend,phòng thủ,1000,vi
906,fat,mập,1000,vi
907,grey,màu xám,1000,vi
908,hot,nóng bức,1000,vi
909,character,tính cách,1000,vi
910,import,nhập khẩu,1000,vi
911,lose,thua,1000,vi
912,mountain,núi,1000,vi
913,operation,hoạt động,1000,vi
914,prize,giải thưởng,1000,vi
915,risk,rủi ro,1000,vi
916,safe,an toàn,1000,vi
917,suddenly,đột ngột,1000,vi
918,suit,bộ đồ,1000,vi
919,type,kiểu,1000,vi
920,wood,gỗ,1000,vi
921,area,khu vực,1000,vi
922,asleep,ngủ,1000,vi
923,bath,bồn tắm,1000,vi
924,careless,cẩu thả,1000,vi
925,delay,sự chậm trễ,1000,vi
926,event,biến cố,1000,vi
927,foot,chân,1000,vi
928,hide,ẩn giấu,1000,vi
929,chain,chuỗi,1000,vi
930,international,Quốc tế,1000,vi
931,match,trận đấu,1000,vi
932,nervous,lo lắng,1000,vi
933,pity,điều đáng tiếc,1000,vi
934,prove,chứng minh,1000,vi
935,raise,nâng cao,1000,vi
936,shut,đóng cửa,1000,vi
937,smell,mùi,1000,vi
938,straight,thẳng,1000,vi
939,trade,buôn bán,1000,vi
940,variety,đa dạng,1000,vi
941,admit,thừa nhận,1000,vi
942,attend,tham gia,1000,vi
943,branch,chi nhánh,1000,vi
944,coal,than đá,1000,vi
945,consist,bao gồm,1000,vi
946,declare,khai báo,1000,vi
947,exact,chính xác,1000,vi
948,farmer,nông phu,1000,vi
949,instead,thay thế,1000,vi
950,jacket,Áo khoác,1000,vi
951,leg,Chân,1000,vi
952,metal,kim loại,1000,vi
953,opposite,đối diện,1000,vi
954,pound,pao,1000,vi
955,roll,cuộn,1000,vi
956,score,ghi bàn,1000,vi
957,shoot,bắn,1000,vi
958,speech,phát biểu,1000,vi
959,toilet,phòng vệ sinh,1000,vi
960,whose,ai,1000,vi
961,attitude,Thái độ,1000,vi
962,brave,can đảm,1000,vi
963,contain,Lưu trữ,1000,vi
964,doubt,nghi ngờ,1000,vi
965,experience,kinh nghiệm,1000,vi
966,flat,bằng phẳng,1000,vi
967,guard,bảo vệ,1000,vi
968,heavy,nặng,1000,vi
969,charge,sạc điện,1000,vi
970,iron,bàn là,1000,vi
971,medicine,thuốc,1000,vi
972,noise,tiếng ồn,1000,vi
973,politics,chính trị,1000,vi
974,pour,đổ,1000,vi
975,rush,gấp rút,1000,vi
976,smooth,trơn tru,1000,vi
977,spread,lây lan,1000,vi
978,suggest,đề xuất,1000,vi
979,trouble,rắc rối,1000,vi
980,west,hướng Tây,1000,vi
981,average,Trung bình cộng,1000,vi
982,belong,thuộc về,1000,vi
983,certainly,chắc chắn,1000,vi
984,crime,tội ác,1000,vi
985,duty,nhiệm vụ,1000,vi
986,either,hoặc,1000,vi
987,fail,Thất bại,1000,vi
988,health,Sức khỏe,1000,vi
989,influence,ảnh hưởng,1000,vi
990,leader,lãnh đạo,1000,vi
991,measure,đo lường,1000,vi
992,offer,phục vụ,1000,vi
993,pile,Đóng cọc,1000,vi
994,regard,sự quan tâm,1000,vi
995,rough,thô,1000,vi
996,series,loạt,1000,vi
997,spoil,làm hư hỏng,1000,vi
998,spot,nơi,1000,vi
999,thin,gầy,1000,vi
1000,vote,bỏ phiếu,1000,vi
